Gender,Age,Married,Number of Dependents,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,age_group,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,avg_monthly_spend,spend_change,high_bill
0,56,0,0,95427.0,39.24,-123.57,0,-1.08,1,-1.37,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.42,-0.95,0.0,0,-0.84,-1.0,0,Adult,1,0,0,1,0,0,12.61,-14.02,0
1,77,1,0,92107.0,32.74,-117.24,1,1.17,1,0.62,1.0,1,29.0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,1,0.99,1.6,0.0,0,1.55,1.72,0,Senior,0,1,0,1,0,0,0.74,0.25,1
1,79,1,0,90713.0,33.85,-118.11,2,0.39,1,0.74,1.0,1,7.0,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.34,1.02,40.46,0,0.87,1.05,0,Senior,1,0,0,0,1,0,0.74,0.61,1
0,37,0,0,92596.0,33.66,-117.04,0,-1.28,1,1.51,0.0,1,20.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.42,-0.98,0.0,0,-0.83,-1.03,0,Adult,0,1,0,1,0,0,3.53,-3.95,0
0,53,0,0,90004.0,34.08,-118.31,0,0.51,0,0.0,0.47,1,10.0,1,0,1.0,1.0,0.0,0.0,0.0,1.0,0,-0.7,-0.19,0.0,0,-0.88,-0.42,0,Adult,1,0,0,0,1,0,-0.13,-0.57,0
1,34,0,0,95336.0,37.83,-121.2,0,-0.99,1,0.6,0.0,1,14.0,1,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0.07,-0.75,0.0,0,-0.57,-0.76,0,Young,1,0,0,1,0,0,-120.31,120.38,0
1,52,0,0,95638.0,38.31,-121.12,0,-0.75,1,0.86,0.0,1,29.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,0.19,-0.6,0.0,0,-0.27,-0.56,0,Adult,1,0,0,1,0,0,-2.39,2.58,0
0,22,0,0,94544.0,37.64,-122.04,0,-0.59,1,1.72,0.0,1,48.0,1,0,1.0,1.0,1.0,0.0,0.0,1.0,1,0.15,-0.43,0.0,0,0.15,-0.3,0,Young,1,0,0,1,0,0,-1.05,1.19,0
1,42,0,0,90713.0,33.85,-118.11,0,0.43,1,0.01,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.24,-0.48,0.0,0,0.41,-0.26,0,Adult,0,1,0,0,0,1,-0.34,-0.9,0
0,33,1,0,90304.0,33.94,-118.36,10,-0.22,1,-1.22,0.0,1,5.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.49,-0.38,0.0,0,-0.6,-0.48,0,Young,0,1,0,0,1,0,-0.49,-0.0,0
1,43,0,0,91103.0,34.17,-118.17,0,-0.59,1,-1.04,1.0,1,13.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.34,-0.41,0.0,0,-0.64,-0.52,0,Adult,1,0,0,1,0,0,-1.0,1.33,1
0,37,1,0,92374.0,34.06,-117.17,1,-1.12,0,0.0,0.47,1,7.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,-1.26,-0.96,0.0,0,-0.88,-1.02,1,Adult,1,0,0,1,0,0,8.29,-9.55,0
1,54,1,2,92539.0,33.53,-116.67,1,0.8,1,0.48,0.0,1,26.0,1,0,1.0,1.0,0.0,0.0,0.0,1.0,1,0.66,0.9,0.0,0,1.08,1.03,0,Adult,1,0,0,1,0,0,0.5,0.16,1
0,51,1,0,95926.0,39.75,-121.84,3,-1.2,1,0.42,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.42,-0.98,0.0,0,-0.77,-1.01,0,Adult,1,0,0,1,0,0,4.98,-6.4,0
1,44,0,0,90805.0,33.86,-118.18,0,-0.38,1,1.25,0.0,1,2.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,-0.46,-0.53,0.0,150,0.26,-0.29,0,Adult,0,1,0,1,0,0,-0.86,0.4,0
1,31,1,2,93426.0,35.84,-121.0,1,-0.63,1,-0.53,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.29,-0.83,0.0,0,-0.52,-0.81,1,Young,0,1,0,1,0,0,-2.21,0.93,0
1,23,1,0,91377.0,34.19,-118.78,1,-0.5,1,0.19,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.41,-0.83,0.0,0,-0.22,-0.73,0,Young,0,1,0,0,1,0,-1.68,0.27,0
0,68,0,0,95703.0,38.98,-120.99,0,-0.06,1,-0.75,1.0,1,10.0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1.06,0.26,0.0,0,-0.32,0.11,0,Senior,1,0,0,0,0,1,0.28,0.79,1
1,60,1,0,95949.0,39.1,-121.14,7,-1.28,1,-1.39,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.41,-1.0,0.0,0,-0.88,-1.05,0,Adult,1,0,0,1,0,0,3.57,-4.99,0
0,64,0,0,91401.0,34.18,-118.43,0,0.11,1,1.29,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.41,-0.7,0.0,0,0.88,-0.3,0,Senior,0,1,0,0,0,1,-0.64,-0.78,0
1,61,1,2,95674.0,38.95,-121.48,7,-1.08,0,0.0,0.47,1,10.0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.75,-0.91,0.0,50,-0.88,-0.97,0,Senior,0,1,0,0,0,1,12.1,-12.85,0
1,32,0,0,95562.0,40.49,-124.16,0,-1.24,1,1.18,1.0,1,28.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.38,-0.93,0.0,0,-0.79,-0.97,1,Young,1,0,0,1,0,0,3.92,-3.53,1
0,23,0,0,93546.0,37.55,-118.84,0,-0.75,1,0.82,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.41,-0.88,0.0,0,-0.28,-0.78,0,Young,1,0,0,0,1,0,-3.53,2.12,0
0,33,0,0,91746.0,34.04,-117.99,0,1.25,1,-1.2,1.0,1,28.0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0,0.87,1.56,0.0,100,-0.2,1.21,0,Young,0,1,0,0,1,0,0.7,0.17,1
0,25,1,0,95207.0,38.0,-121.32,2,1.45,1,-0.1,1.0,1,48.0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1.42,2.22,0.0,0,1.04,2.07,0,Young,1,0,0,1,0,0,0.91,0.52,1
0,39,0,0,95476.0,38.25,-122.46,0,-1.2,1,-1.37,1.0,1,14.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.35,-0.91,0.0,0,-0.86,-0.98,0,Adult,1,0,0,1,0,0,4.61,-4.26,1
0,52,0,0,93546.0,37.55,-118.84,0,1.04,1,1.43,1.0,1,8.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.55,1.12,0.0,0,2.18,1.52,0,Adult,1,0,0,1,0,0,0.55,0.0,1
1,43,0,1,91350.0,34.5,-118.41,0,-0.55,1,0.22,0.0,1,19.0,1,0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.39,-0.15,21.72,40,-0.25,-0.19,1,Adult,1,0,0,1,0,0,-0.34,1.73,1
1,41,0,0,92121.0,32.9,-117.2,0,-1.28,1,-0.25,0.0,1,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.78,-0.99,0.0,10,-0.86,-1.03,1,Adult,1,0,0,1,0,0,3.53,-5.31,0
1,69,1,1,92114.0,32.71,-117.06,9,-0.34,1,-0.34,0.0,1,23.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.06,-0.01,0.0,0,-0.3,-0.1,0,Senior,1,0,0,0,0,1,-0.01,1.07,1
1,27,0,0,95525.0,40.94,-123.83,0,-0.59,1,-0.08,1.0,1,71.0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,1,0.69,-0.32,0.0,0,-0.37,-0.36,1,Young,1,0,0,1,0,0,-0.77,1.47,1
0,59,1,0,92260.0,33.69,-116.41,1,0.76,1,0.46,0.0,1,3.0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1,0.41,0.74,0.0,0,1.02,0.89,0,Adult,1,0,0,0,1,0,0.42,-0.01,1
0,38,1,0,93230.0,36.29,-119.62,6,0.51,1,-1.15,0.0,1,19.0,1,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0.49,0.58,23.28,0,-0.36,0.34,0,Adult,1,0,0,0,1,0,0.38,0.1,1
1,27,1,1,96108.0,41.75,-120.4,1,1.17,1,0.09,1.0,1,30.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.13,0.6,0.0,100,1.04,0.82,0,Young,1,0,0,1,0,0,0.28,-0.41,0
1,62,0,0,91203.0,34.15,-118.26,0,-1.28,1,1.69,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.41,-1.0,0.0,0,-0.83,-1.04,1,Senior,0,1,0,1,0,0,3.58,-4.99,0
1,27,1,0,91789.0,34.02,-117.85,1,0.02,1,-0.74,0.0,1,59.0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1,-0.33,-0.19,0.0,0,-0.28,-0.23,0,Young,0,1,0,0,1,0,-0.18,-0.14,0
0,19,0,0,91352.0,34.23,-118.34,0,-1.24,1,1.81,0.0,1,41.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1,-1.84,-0.97,0.0,0,-0.77,-0.99,1,Young,0,1,0,1,0,0,4.07,-5.91,0
1,24,1,0,91745.0,34.0,-117.97,1,-0.99,1,-1.04,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.42,-0.94,0.0,0,-0.78,-0.97,1,Young,1,0,0,1,0,0,-149.81,148.39,0
1,40,1,2,96061.0,40.33,-121.46,4,-0.26,1,-0.94,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.43,-0.79,0.0,0,-0.49,-0.77,0,Adult,0,1,0,0,0,1,-1.07,-0.37,0
1,37,0,0,90715.0,33.84,-118.08,0,-0.38,1,-0.1,0.0,1,22.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.36,-0.22,0.0,0,-0.23,-0.25,0,Adult,1,0,0,1,0,0,-0.36,0.72,1
0,49,0,0,95692.0,39.04,-121.41,0,-1.28,0,0.0,0.47,1,19.0,0,1,0.0,1.0,0.0,1.0,1.0,1.0,1,-0.62,-0.99,0.0,0,-0.88,-1.04,1,Adult,0,0,1,1,0,0,3.54,-4.16,0
1,32,0,0,95219.0,38.03,-121.39,0,-1.24,1,0.97,1.0,1,25.0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.02,-0.92,0.0,0,-0.79,-0.96,1,Young,1,0,0,1,0,0,3.86,-2.84,1
0,79,1,0,90019.0,34.05,-118.34,8,-0.79,1,1.68,1.0,1,6.0,1,1,0.0,0.0,0.0,1.0,1.0,1.0,0,0.97,-0.45,0.0,0,-0.15,-0.4,0,Senior,0,1,0,0,0,1,-2.14,3.12,1
1,55,1,1,90004.0,34.08,-118.31,1,-1.28,1,-1.65,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.42,-1.0,0.0,0,-0.88,-1.05,1,Adult,0,1,0,1,0,0,3.58,-4.99,0
1,40,1,0,91790.0,34.07,-117.94,2,-1.16,0,0.0,0.47,1,13.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1,-1.13,-0.95,0.0,0,-0.88,-1.01,0,Adult,1,0,0,1,0,0,6.06,-7.18,0
0,58,0,0,95317.0,37.13,-120.51,0,-1.28,1,-1.76,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.43,-1.0,0.0,0,-0.88,-1.05,0,Adult,0,1,0,1,0,0,3.58,-5.0,0
0,46,0,0,95404.0,38.53,-122.71,0,-0.42,1,1.78,1.0,1,17.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.16,-0.45,0.0,0,0.4,-0.24,1,Adult,1,0,0,1,0,0,-0.78,0.63,0
1,31,0,5,93901.0,36.64,-121.62,0,-1.24,1,0.33,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.43,-0.99,0.0,0,-0.81,-1.03,1,Young,1,0,0,1,0,0,4.16,-5.59,0
0,54,0,0,93560.0,34.9,-118.41,0,-1.28,0,0.0,0.47,1,29.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0,-0.9,-0.99,0.0,0,-0.88,-1.05,1,Adult,1,0,0,1,0,0,3.55,-4.45,0
1,60,0,0,95683.0,38.47,-121.11,0,-0.46,1,0.38,0.0,1,11.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.16,-0.35,0.0,0,-0.13,-0.31,0,Adult,1,0,0,1,0,0,-0.65,0.81,0
0,71,1,0,92606.0,33.7,-117.82,1,0.51,1,-1.71,1.0,1,20.0,0,1,1.0,1.0,1.0,0.0,0.0,1.0,1,1.13,0.99,0.0,0,-0.76,0.56,0,Senior,1,0,0,0,1,0,0.65,0.48,1
1,33,0,0,93954.0,36.13,-120.86,0,-0.83,1,-0.49,1.0,1,25.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.74,-0.54,0.0,110,-0.62,-0.57,0,Young,1,0,0,1,0,0,-3.16,3.9,1
0,25,1,0,90806.0,33.8,-118.18,1,1.61,1,0.54,1.0,1,48.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0,0.02,1.08,0.0,0,1.89,1.41,0,Young,0,1,0,0,0,1,0.41,-0.39,0
0,22,1,2,91775.0,34.11,-118.09,9,1.25,1,1.24,0.0,1,73.0,1,1,1.0,1.0,1.0,0.0,0.0,1.0,0,0.35,1.06,0.0,0,2.25,1.5,0,Young,0,1,0,0,0,1,0.47,-0.12,1
1,36,1,0,95683.0,38.47,-121.11,1,-0.71,1,0.21,0.0,1,28.0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,1,0.67,-0.43,0.0,0,-0.38,-0.45,1,Adult,1,0,0,1,0,0,-1.47,2.14,1
0,30,1,0,92504.0,33.91,-117.4,7,0.43,1,0.63,1.0,1,69.0,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1,0.53,0.57,0.0,0,0.84,0.7,0,Young,1,0,0,0,1,0,0.4,0.13,1
1,69,1,0,94703.0,37.86,-122.28,2,1.13,1,-0.06,0.0,1,30.0,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1,1.5,1.94,0.0,0,0.86,1.78,0,Senior,1,0,0,0,0,1,0.91,0.59,1
0,33,1,0,96046.0,40.65,-123.47,0,-0.06,1,0.24,1.0,1,21.0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1,-0.15,-0.18,0.0,0,0.17,-0.09,0,Young,0,1,0,1,0,0,-0.19,0.03,0
1,49,1,1,90650.0,33.91,-118.08,10,0.84,1,0.36,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.43,-0.56,0.0,0,1.01,-0.15,0,Adult,1,0,0,0,1,0,-0.31,-1.13,0
1,68,0,0,95587.0,39.96,-123.68,0,1.41,1,1.71,1.0,1,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.29,0.64,0.0,0,2.95,1.37,0,Senior,1,0,0,1,0,0,0.26,-0.55,0
0,61,0,0,91405.0,34.2,-118.45,0,1.61,1,1.53,1.0,1,27.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.8,1.8,0.0,0,3.04,2.32,0,Senior,0,1,0,0,0,1,0.69,0.11,1
1,57,0,2,93285.0,35.69,-118.55,0,-1.16,1,0.14,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.42,-0.97,0.0,0,-0.76,-0.99,0,Adult,1,0,0,1,0,0,6.18,-7.6,0
1,48,0,0,94015.0,37.68,-122.48,0,0.76,0,0.0,0.47,1,10.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0,-0.12,0.35,0.0,0,-0.88,0.01,0,Adult,1,0,0,0,1,0,0.2,-0.32,0
1,34,0,0,94066.0,37.62,-122.43,0,-0.71,1,0.08,1.0,1,18.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.49,-0.69,0.0,0,-0.41,-0.67,0,Young,0,1,0,1,0,0,-2.36,1.88,0
1,29,1,2,95986.0,39.34,-120.79,7,1.49,1,-1.26,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.43,-0.37,0.0,0,-0.2,-0.36,0,Young,0,1,0,0,0,1,-0.15,-1.28,0
0,38,0,0,93662.0,36.55,-119.64,0,-1.16,1,0.34,0.0,1,29.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.62,-0.91,0.0,0,-0.74,-0.94,0,Adult,0,1,0,1,0,0,5.8,-6.42,0
1,55,0,0,90302.0,33.98,-118.36,0,-1.28,1,-1.71,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.42,-1.0,0.0,0,-0.88,-1.05,0,Adult,0,1,0,1,0,0,3.58,-5.0,0
0,19,0,0,92386.0,34.24,-116.83,0,0.92,1,1.24,0.0,1,51.0,1,1,0.0,0.0,1.0,1.0,1.0,1.0,1,1.2,1.44,0.0,0,1.86,1.69,0,Young,0,1,0,0,1,0,0.75,0.45,1
0,50,0,0,92840.0,33.79,-117.93,0,-1.16,0,0.0,0.47,1,23.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0,-0.69,-0.94,0.0,0,-0.88,-1.01,0,Adult,0,1,0,1,0,0,6.01,-6.7,0
1,49,0,0,95966.0,39.47,-121.42,0,-1.24,0,0.0,0.47,1,21.0,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,-0.69,-0.97,0.0,0,-0.88,-1.03,1,Adult,1,0,0,1,0,0,4.09,-4.78,0
0,34,0,0,94403.0,37.54,-122.31,0,0.51,1,-0.84,1.0,1,3.0,0,1,0.0,0.0,1.0,1.0,1.0,1.0,1,1.2,1.09,0.0,0,-0.13,0.82,1,Young,0,1,0,1,0,0,0.72,0.49,1
1,33,1,0,94956.0,38.06,-122.83,0,-0.55,1,0.67,0.0,1,22.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.61,-0.64,0.0,0,-0.11,-0.54,0,Young,0,1,0,1,0,0,-1.4,0.79,0
0,67,1,0,95982.0,39.17,-121.81,1,-1.2,0,0.0,0.47,1,20.0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1,-0.89,-0.96,0.0,0,-0.88,-1.03,1,Senior,0,1,0,1,0,0,4.89,-5.77,0
1,23,1,3,90010.0,34.06,-118.32,0,-0.18,1,-1.52,1.0,1,47.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.33,0.34,0.0,0,-0.72,0.05,1,Young,1,0,0,1,0,0,0.41,0.92,1
1,25,1,1,92020.0,32.8,-116.97,10,-0.38,1,-1.15,1.0,1,71.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.71,-0.18,0.0,0,-0.62,-0.33,0,Young,1,0,0,1,0,0,-0.29,1.0,1
0,53,0,0,95826.0,38.54,-121.38,0,-1.28,1,-0.7,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.4,-1.0,0.0,0,-0.87,-1.05,1,Adult,1,0,0,1,0,0,3.57,-4.98,0
1,20,0,0,90266.0,33.89,-118.4,0,-0.3,0,0.0,0.47,1,59.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1,-0.5,-0.44,0.0,0,-0.88,-0.61,0,Young,1,0,0,1,0,0,-0.62,0.12,0
0,22,1,0,95955.0,39.28,-122.23,2,1.57,1,-0.55,1.0,1,41.0,1,1,1.0,1.0,0.0,1.0,1.0,1.0,0,0.54,1.52,0.0,0,0.63,1.39,0,Young,0,1,0,0,0,1,0.59,-0.05,1
0,20,0,0,95928.0,39.68,-121.84,0,-0.75,1,-0.52,0.0,1,26.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.41,-0.51,0.0,0,-0.58,-0.58,0,Young,1,0,0,1,0,0,-2.05,2.46,1
0,28,0,0,92119.0,32.8,-117.03,0,-0.34,1,-1.33,1.0,1,85.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0,-0.3,-0.46,28.42,0,-0.67,-0.57,0,Young,1,0,0,0,1,0,-0.7,0.4,0
0,76,0,0,92278.0,34.46,-116.14,0,0.96,1,-1.5,1.0,1,16.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,1,1.21,1.46,0.0,10,-0.54,1.0,0,Senior,1,0,0,0,0,1,0.75,0.46,1
0,78,1,0,94925.0,37.92,-122.51,1,-1.28,1,-0.59,1.0,1,21.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.54,-0.97,0.0,0,-0.86,-1.02,1,Senior,1,0,0,1,0,0,3.48,-2.94,1
0,68,1,0,95987.0,39.12,-122.28,2,-1.03,1,-1.65,1.0,1,26.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0,0.01,-0.8,0.0,0,-0.86,-0.89,0,Senior,1,0,0,0,0,1,23.1,-23.08,0
1,63,0,0,93907.0,36.77,-121.66,0,-1.12,1,-1.27,0.0,1,22.0,1,0,0.0,1.0,1.0,0.0,0.0,1.0,1,0.02,-0.85,0.0,0,-0.84,-0.92,0,Senior,1,0,0,1,0,0,7.33,-7.32,0
1,47,1,0,95301.0,37.32,-120.66,1,-1.28,1,0.6,0.0,1,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.18,-0.98,0.0,10,-0.85,-1.02,1,Adult,0,0,1,1,0,0,3.5,-3.31,0
1,21,1,1,95051.0,37.35,-121.98,4,-0.55,0,0.0,0.47,1,85.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,-1.26,-0.81,0.0,0,-0.88,-0.91,0,Young,0,1,0,1,0,0,-1.79,0.53,0
1,35,0,0,90042.0,34.12,-118.19,0,-1.03,1,-0.48,1.0,1,23.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.37,-0.76,0.0,0,-0.73,-0.82,1,Young,1,0,0,1,0,0,22.1,-21.73,1
1,58,1,1,92267.0,34.27,-114.19,6,-0.67,1,1.08,0.0,1,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0.31,-0.48,0.0,0,-0.13,-0.42,0,Adult,1,0,0,1,0,0,-1.44,1.75,1
1,32,1,2,94509.0,37.98,-121.8,1,-0.91,1,1.23,0.0,1,14.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1,0.07,-0.72,0.0,0,-0.39,-0.68,0,Young,0,1,0,0,1,0,-8.15,8.22,0
1,40,0,0,95765.0,38.82,-121.28,0,1.61,1,-0.95,1.0,1,23.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.13,0.88,0.0,0,0.19,0.75,0,Adult,1,0,0,0,0,1,0.34,-0.47,0
0,69,0,0,91910.0,32.64,-117.05,0,0.76,1,-1.58,0.0,1,21.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1,0.98,1.16,0.0,0,-0.64,0.73,0,Senior,1,0,0,0,1,0,0.66,0.32,1
0,68,0,0,95383.0,38.11,-120.23,0,1.41,1,1.42,1.0,1,29.0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1.7,2.45,0.0,40,2.64,2.73,0,Senior,0,1,0,0,0,1,1.02,0.68,1
1,75,1,0,95642.0,38.34,-120.77,7,-0.3,1,0.98,0.0,1,24.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.18,-0.21,0.0,0,0.25,-0.09,0,Senior,1,0,0,0,0,1,-0.3,0.47,0
1,51,1,2,91914.0,32.69,-116.94,9,0.51,1,-1.13,1.0,1,11.0,1,1,1.0,1.0,1.0,0.0,0.0,1.0,0,0.57,0.56,0.0,0,-0.34,0.34,0,Adult,0,1,0,1,0,0,0.37,0.2,1
0,50,0,0,94116.0,37.74,-122.49,0,-1.28,1,-0.67,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.44,-1.0,0.0,0,-0.87,-1.05,0,Adult,0,1,0,1,0,0,3.58,-5.02,0
1,45,0,0,92586.0,33.71,-117.2,0,-0.1,1,-1.19,0.0,1,8.0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0,0.69,0.12,0.0,0,-0.55,-0.07,1,Adult,1,0,0,1,0,0,0.13,0.56,1
0,44,1,1,93245.0,36.3,-119.83,9,-0.87,1,0.97,0.0,1,19.0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0,0.87,-0.56,0.0,0,-0.38,-0.56,0,Adult,1,0,0,1,0,0,-4.33,5.2,1
1,45,1,0,93420.0,35.18,-120.48,6,-0.5,1,-1.04,0.0,1,21.0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,1,0.56,-0.26,0.0,0,-0.62,-0.39,0,Adult,0,0,1,1,0,0,-0.53,1.09,1
0,23,1,0,92359.0,34.1,-117.04,10,1.53,1,-0.28,1.0,1,30.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,1.64,2.63,0.0,0,0.91,2.35,0,Young,0,1,0,0,0,1,1.04,0.6,1
0,46,0,0,91010.0,34.15,-117.96,0,0.23,1,1.54,0.0,1,14.0,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1,-0.05,0.03,0.0,0,1.19,0.38,1,Adult,0,1,0,0,1,0,0.03,-0.07,0
1,77,1,0,92126.0,32.89,-117.15,1,-1.28,0,0.0,0.47,1,19.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,-1.26,-1.0,0.0,0,-0.88,-1.05,1,Senior,1,0,0,1,0,0,3.57,-4.83,0
0,28,0,0,94941.0,37.9,-122.57,0,-1.2,1,0.54,0.0,1,73.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.13,-0.88,0.0,0,-0.77,-0.92,1,Young,1,0,0,1,0,0,4.44,-3.31,1
1,42,1,2,91360.0,34.21,-118.88,4,1.29,1,-0.85,1.0,1,11.0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.32,1.96,0.0,0,0.17,1.6,0,Adult,1,0,0,0,1,0,0.86,0.46,1
0,34,0,0,96090.0,40.02,-122.13,0,1.33,1,1.43,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.43,-0.47,0.0,0,2.55,0.38,0,Young,0,1,0,0,0,1,-0.2,-1.23,0
1,34,0,0,95616.0,38.51,-121.68,0,-0.95,1,-1.14,1.0,1,26.0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,-0.61,0.0,30,-0.78,-0.71,1,Young,1,0,0,1,0,0,-13.05,14.06,1
1,29,0,0,94019.0,37.46,-122.41,0,1.13,1,0.93,1.0,1,27.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.03,0.78,0.0,120,1.8,1.19,0,Young,1,0,0,0,1,0,0.37,-0.33,0
